City,State,% of killed who carried gun,% of killed who were unarmed,% of killed who were race A,% of killed who were race B,% of killed who were race H,% of killed who were race N,% of killed who were race O,% of killed who had sign of mental illness,% of killed who were male,% of killed who attacked,% of killed whose threat undertermined,% of killed who were fleeing,% of killed whose killer had body camera on,% of killed age 10 and below,% of killed 30 and below,% of killed 50 and below
Cotter,MO,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
Cottonwood Heights,UT,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1
Cottonwood,AZ,0.5,0.5,0,0,0,0,0,0,1,1,0,0.5,0,0,1,1
Cottonwood,CA,1,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0.5,0.5
Counce,TN,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
Council Bluffs,IA,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1
Council,ID,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
Coushatta,LA,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1
Covina,CA,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1
Covington,GA,1,0,0,1,0,0,0,0,1,1,0,0.5,0,0,1,1
Covington,LA,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1
Cranbury Township,NJ,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
Crandon,WI,0.5,0.5,0,0,0,0.5,0,0,1,1,0,0,0,0,0.5,1
Crawford County,OH,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1
Crawfordsville,IN,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Crenshaw County,AL,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Crescent City,CA,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Crescent City,FL,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1
Creston,IA,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
Crestview,FL,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
Crestwood,KY,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1
Cross Lanes,WV,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
Crowell,TX,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
Crowley,LA,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1
Crown Point,IN,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1
Crownpoint,NM,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Crystal Springs,FL,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
Crystal,MN,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Cuba,MO,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Culpeper,VA,1,0,0,0.5,0,0,0,0,1,0.5,0,0.5,0,0,0,0.5
Culver City,CA,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
Cumberland County,KY,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
Cumberland County,NC,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1
Cumberland County,TN,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Cumming,GA,0.666666667,0,0,0,0,0,0,0.333333333,1,0.666666667,0,0,0,0,0,0.666666667
Cushing,OK,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
Cuthbert,GA,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1
Dade City,FL,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
Dadeville,AL,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1
Dahlonega,GA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Dakota City,IA,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1
Dalhart,TX,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1
Dallas,NC,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1
Dallas,OR,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Dallas,TX,0.866666667,0.066666667,0,0.4,0.066666667,0,0,0.133333333,0.933333333,0.8,0,0.266666667,0.133333333,0,0.533333333,0.8
Dalton,GA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Dalton,IL,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1
Dalton,NH,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Daly City,CA,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
Dalzell,SC,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Danbury,CT,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Dania Beach,FL,1,0,0,0.5,0,0,0,0,1,0.5,0,0.5,0,0,0,0.5
Danville,CA,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1
Danville,IL,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1
Danville,VA,0.5,0.5,0,1,0,0,0,0,1,0.5,0,0.5,0.5,0,0.5,1
Daphne,AL,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0
Darlington County,SC,0.5,0,0,0.5,0,0,0,0.5,0,0.5,0,0,0.5,0,0,1
Davenport,IA,0.5,0,0,0,0,0,0,0,1,0.5,0.5,0.5,0,0,1,1
Davidson County,NC,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1
Davidsonville,MD,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Davie,FL,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
Daviess County,KY,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Davis,CA,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1
Dayton,OH,0.666666667,0,0,0.833333333,0,0,0,0.166666667,0.833333333,0.833333333,0,0.5,0,0,0.5,1
Daytona Beach,FL,0.5,0,0,0.5,0.5,0,0,0.5,1,1,0,0.5,1,0,1,1
Dearborn County,IN,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
Dearborn Heights,MI,1,0,0,0.5,0,0,0,0.5,1,0.5,0,0,0,0,0,1
Dearborn,MI,0,0.333333333,0,0.666666667,0,0,0,0.666666667,0.666666667,0.333333333,0,0.333333333,0,0,0,1
Decatur County,TN,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1
Decatur,GA,0.5,0,0,0.5,0,0,0,0.5,1,0.5,0.5,0,0,0,0.5,1
Deer Park,AL,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
Deer Park,WA,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
Deerfield,IL,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1
Defiance,OH,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
DeKalb County,GA,1,0,0,0,0,0,0,0,1,0.5,0,0.5,0,0,0.5,0.5
DeKalb County,TN,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1
Del City,OK,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
Del Mar,CA,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,1
Del Rio,TX,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
Deland,FL,0.75,0,0,0,0.25,0,0,0.75,1,0.5,0,0.5,0,0,0.25,1
Delano,CA,0.333333333,0,0,0,0.333333333,0,0,0,1,0.333333333,0.333333333,1,0,0,0,0.666666667
Delaware,OH,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
Delhi,CA,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
Delray Beach,FL,0.666666667,0.333333333,0,0.333333333,0,0,0,0.666666667,1,0.666666667,0,0.333333333,0,0,0,1
Delta Township,MI,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1
Deltona,FL,0.666666667,0.166666667,0,0,0.166666667,0,0,0.333333333,1,0.666666667,0,0.166666667,0.333333333,0,0.166666667,0.833333333
Deming,NM,1,0,0,0,1,0,0,0,1,1,0,0.8,0,0,0.2,1
Demopolis,AL,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Denham Springs,LA,1,0,0,0,0,0,0,0.5,1,1,0,0,0,0,0,1
Denton County,TX,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Denton,TX,0.2,0,0,0.8,0,0,0,0.6,1,0.4,0,0.2,0.4,0,0.6,1
Denver,CO,0.583333333,0.111111111,0.055555556,0.111111111,0.305555556,0.083333333,0.055555556,0.083333333,0.888888889,0.555555556,0.055555556,0.527777778,0.055555556,0,0.361111111,0.861111111
Deposit,NY,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
Deptford,NJ,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
DeRidder,LA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
Derry,NH,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
Des Moines,IA,0.75,0.25,0,0.25,0,0,0,0,0.75,0.75,0,1,0.25,0,0.75,1
Des Moines,WA,0.5,0,0,1,0,0,0,0.5,1,0.5,0,0,0,0,0.5,1
Des Plaines,IL,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
Desert Hot Springs,CA,0.5,0,0,0,0,0,0,0,1,1,0,0.5,0,0,0.5,0.5
Desha,AR,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
DeSoto County,MS,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
DeSoto,TX,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1
Detroit,MI,0.666666667,0.133333333,0,0.666666667,0,0,0,0.266666667,1,0.733333333,0,0.333333333,0.266666667,0,0.533333333,0.933333333
Devil's Lake,ND,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,1
Dexter,KY,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Dickinson,ND,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1
Dickson,TN,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
Dilley,TX,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1
Dillon,MT,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
Dinosaur,CO,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Dinuba,CA,1,0,0,0,0.5,0,0,0.5,0.5,1,0,0,0,0,1,1
District Heights,MD,0,1,0,1,0,0,0,1,1,1,0,1,0,0,1,1
Dixon,CA,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1
Dolton,IL,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1
Dos Palos,CA,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1
Douglas City,CA,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
Douglas,AZ,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
Douglas,GA,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
Douglas,WY,0,0,0,0,0.5,0,0,0,1,0.5,0.5,0,0,0,0,1
Douglasville,GA,0.5,0,0,0.5,0,0,0,0,1,1,0,0,0.5,0,0,1
Dover Township,PA,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1
Dover,AR,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Dover,DE,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
Dover,FL,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
Downey,CA,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1
Draper,UT,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
Drennen,WV,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Duarte,CA,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1
Dublin,NC,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1
Dumas,TX,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
Dumfries,VA,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0
Dundalk,MD,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
Dundee,FL,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1
Dunsmuir,CA,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1
Dunwoody,GA,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Durango,CO,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Durham,CA,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
Durham,NC,0.833333333,0,0,0.833333333,0,0,0,0.333333333,1,0.833333333,0,0.5,0.333333333,0,0.5,1
Dyer,IN,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
Dyersburg,TN,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Eagan,MN,1,0,0,0,0,0,0.5,0.5,1,0.5,0,0.5,0.5,0,0.5,1
Eagar,AZ,1,0,0,0,0,0,0,0,1,0.666666667,0,0.333333333,0,0,0,1
Eagle Mountain,UT,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1
Eagle River,AK,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
Easley,SC,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
East Baton Rouge,LA,0.666666667,0.333333333,0,0.666666667,0,0,0,0.333333333,1,1,0,0.333333333,0,0,0.333333333,1
East Bernstadt,KY,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1
East Cleveland,OH,1,0,0,0.5,0,0,0,0,1,0.5,0,0,0.5,0,0.5,1
East Flat Rock,NC,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
East Hartford,CT,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
East Hollywood,CA,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1
East Los Angeles,CA,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
East Northport,NY,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
East Peoria,IL,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1
East Point,GA,0.333333333,0.333333333,0,1,0,0,0,0.333333333,1,1,0,0.666666667,0,0,0.333333333,0.666666667
East Ridge,TN,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
East St. Louis,IL,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
East Stroudsburg,PA,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1
East Troy,WI,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1
East Wenatchee,WA,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1
Eastaboga,AL,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
Eaton County,MI,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
Eaton Rapids Township,MI,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Eatonville,WA,0.5,0,0,0,0,0,0,0.5,1,0.5,0,1,0,0,0,0.5
Eau Claire,WI,0.2,0,0,0,0,0,0,0.4,1,0.6,0,0,0,0,0.2,0.8
Ebey Island,WA,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
Eckford Township,MI,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Eclectic,AL,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Eden,GA,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1
Edgewater,FL,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0
Edgewood,NM,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1
Edinburg,NY,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
Edinburg,TX,0.333333333,0,0,0,0.333333333,0,0,0.666666667,1,1,0,0,0,0,0,0.666666667
Edison,CA,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Edmond,OK,0,0.5,0,0.5,0,0,0,0.5,1,1,0,0.5,0,0,1,1
Edmonton,KY,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Edmund,SC,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
Efland,NC,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
Ehrenberg,AZ,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1
El Cajon,CA,0,1,0,0.5,0,0,0,0.5,0.5,0.5,0,0.5,0.5,0,0.5,1
El Centro,CA,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
El Centro,TX,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1
El Cerrito,CA,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1
El Mirage,AZ,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
El Monte,CA,0.25,0,0.25,0.25,0,0,0,0,1,0.75,0,0.75,0,0,0.25,0.5
El Paso,TX,0.611111111,0.055555556,0,0.111111111,0.444444444,0,0,0.166666667,0.944444444,0.5,0.055555556,0.388888889,0,0,0.333333333,0.833333333
El Sereno,CA,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
Elberton,GA,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1
Eldorado Springs,CO,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1
Eldorado,NM,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1
Elgin,IL,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1
Elizabethon,TN,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
Elizabethton,TN,0.5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Elizabethtown,KY,0.666666667,0,0,0.333333333,0,0,0,0,1,0.666666667,0,0,0,0,0.666666667,1
Elizabethtown,NC,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
Elk Grove,CA,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1
Elk Plain,WA,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1
Elkhart,IN,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1
Elkhorn,WI,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
Elkins,WV,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
Elkmont,AL,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Elko,NV,1,0,0,0,0,0,0,0,1,0.5,0,0.5,0.5,0,0.5,1
Elkridge,MD,0,0.5,0,0,0.5,0,0,0.5,1,0.5,0,0.5,0,0,0,1
Elkton,FL,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
Elkton,KY,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Elkton,MD,0,0,0,0.333333333,0,0,0,0.333333333,0.666666667,0.666666667,0,0,0,0,0.666666667,1
Ellis County,TX,1,0,0,0.5,0.5,0,0,0.5,1,1,0,1,0,0,0.5,1
Elmendorf,TX,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
Elmira,NY,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
Elmwood Place,OH,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
Elsmere,KY,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
Elyria,OH,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1
Emery County,UT,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
Emeryville,CA,1,0,0,1,0,0,0,0,0.5,1,0,1,0,0,0,1
Emmitsburg,MD,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
Emporia,VA,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1
Encinitas,CA,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
England,AR,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Englewood,CO,1,0,0,0,0,0,0,0.5,1,0.5,0,0,0,0,0,1
Englewood,FL,0.5,0,0,0.5,0,0,0,0,1,0.5,0,0,0,0,0,0.5
Englewood,OH,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1
English,IN,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
Enid,OK,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1
Enoree,SC,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
Epping,NH,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
Erie,PA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Ernul,NC,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
Escalon,CA,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Escondido,CA,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
Essex,MD,1,0,0,0.5,0,0,0,0.5,1,0.5,0,0.5,0.5,0,1,1
Estill Springs,TN,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1
Ethel,LA,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,1
Etowah,TN,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Euclid,OH,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1
Eufaula,AL,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1
Eufaula,OK,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1
Eugene,OR,0.833333333,0.166666667,0,0,0.5,0,0,0.166666667,1,0.833333333,0,0,0.166666667,0,0.166666667,1
Euless,TX,0.5,0.5,0,0,1,0,0,0.5,1,0.5,0,0,0,0,0.5,1
Eureka,CA,1,0,0,0,0,0,0,0.5,1,1,0,0,0.5,0,0.5,1
Eustis,FL,0.666666667,0,0,0,0,0,0,0.666666667,1,0.666666667,0,0.333333333,0,0,0.333333333,1
Evangeline Parish,LA,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Evans,CO,1,0,0,0,0.5,0,0,0,1,1,0,0.5,0.5,0,0,1
Evansville,IN,0.5,0,0,0.25,0,0,0,0.25,1,0.375,0,0.375,0.5,0,0.125,1
Everett,MA,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
Everett,WA,0.5,0,0,0,0,0.5,0,0.5,1,0,0,0,0,0,0,1
Everton,MO,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Fair Oaks,CA,0.5,0.5,0,0,0,0,0,0,1,1,0,0.5,0,0,0.5,1
Fairbanks,AK,1,0,0,0,0,0.444444444,0,0.222222222,1,0.888888889,0,0.555555556,0.222222222,0,0.777777778,1
Fairborn,OH,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
Fairchance,PA,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
Fairchild,WI,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Fairfax,OK,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Fairfax,VA,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1
Fairfield,CA,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
Fairfield,CT,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
Fairfield,OH,0.5,0,0,0.5,0,0,0,0,1,0.5,0,0,0,0,0.5,1
Fairfield,TX,0,0.5,0,0,0.5,0,0,0,1,0,0,0,0,0,1,1
Fairhope,AL,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
Fairland,OK,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
Fairmont,MN,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
Fairmont,WV,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Fairview,OH,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Fairview,TN,0.5,0,0,0,0,0,0,0.5,1,0.5,0,0,0,0,0,1
Falcon Heights,MN,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
Fall River,MA,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1
Falls Church,VA,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1
Farmers Branch,TX,0.5,0.5,0,0,1,0,0,0,0.5,0.5,0,0.5,0,0,0,1
Farmingdale,NJ,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Farmington,AR,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Farmington,NM,0.6,0.2,0,0,0.2,0,0,0,1,0.6,0,0.2,0.2,0,0.4,1
Farmington,UT,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1
Farmville,VA,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
Fayette County,GA,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1
Fayette,MS,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1
Fayetteville,AR,0.5,0,0,0.25,0,0,0,0.25,1,0.25,0.25,0.25,0.25,0,0.25,1
Fayetteville,NC,0.714285714,0,0,0.571428571,0,0,0,0.142857143,1,0.714285714,0,0,0.142857143,0,0,0.714285714
Federal Heights,CO,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Federal Way,WA,0.8,0,0,0.2,0.2,0.2,0,0.2,1,0.8,0,0,0,0,0.6,1
Fife,WA,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Findlay,OH,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1
Finney County,KS,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1
Fishers,IN,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
Fisty,KY,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Flagstaff,AZ,0.75,0.125,0,0,0.125,0.25,0,0.375,1,0.625,0.25,0.5,0.75,0,0.5,0.875
Flathead County,MT,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Flatwoods,KY,0.5,0.5,0,0,0,0,0,0,0.5,0,0,1,0,0,1,1
Fleetwood,NC,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Fletcher,NC,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Flint,MI,0.5,0,0,0.5,0,0,0,0,1,0.5,0.5,0.5,0,0,0,1
Floral City,FL,1,0,0,0,0,0,0,0.5,1,0.5,0,0.5,0,0,0,0
Florence,AL,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
Florence,AZ,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
Florence,CA,0.5,0.5,0,0,1,0,0,0.5,1,0,0,0.5,0,0,1,1
Florence,MS,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
Florence,OR,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1
Florence,SC,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0.5
Floresville,TX,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1
Florida City,FL,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1
Florissant,MO,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1
Floyd County,GA,1,0,0,0,0,0,0,0,0.5,1,0,1,0,0,0.5,1
Follansbee,WV,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Fond du Lac,WI,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Fontana,CA,0.4,0,0,0,0.2,0,0,0.6,1,0.6,0,0,0,0,0,1
Forest Park,GA,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1
Forest Park,IL,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1
Foresthill,CA,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
Forks Township,PA,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
Forksville,PA,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
Formosa,AR,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Forrest City,AR,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0.5
Fort Ashby,WV,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
Fort Carson,CO,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
